date,trend
2008-02-07,8985.505817989242
2008-02-08,8985.864490703114
2008-02-09,8986.222514867883
2008-02-10,8986.579889930728
2008-02-11,8986.9366180938
2008-02-12,8987.292703018426
2008-02-13,8987.648147943783
2008-02-14,8988.002954584315
2008-02-15,8988.3571231574
2008-02-16,8988.710653217162
2008-02-17,8989.063543136856
2008-02-18,8989.415789779285
2008-02-19,8989.767390065854
2008-02-20,8990.118340934147
2008-02-21,8990.468639502773
2008-02-22,8990.818283539933
2008-02-23,8991.167271344319
2008-02-24,8991.51559986922
2008-02-25,8991.863264215075
2008-02-26,8992.210260251333
2008-02-27,8992.556585183453
2008-02-28,8992.902236860431
2008-02-29,8993.247213412924
2008-03-01,8993.59151333987
2008-03-02,8993.935135217382
2008-03-03,8994.278077969415
2008-03-04,8994.620342387467
2008-03-05,8994.961930862992
2008-03-06,8995.302846386056
2008-03-07,8995.643091779804
2008-03-08,8995.982669429914
2008-03-09,8996.321580818329
2008-03-10,8996.659826365532
2008-03-11,8996.997406973736
2008-03-12,8997.334324017373
2008-03-13,8997.670579198244
2008-03-14,8998.006174793256
2008-03-15,8998.34111368773
2008-03-16,8998.675398431322
2008-03-17,8999.00903082657
2008-03-18,8999.3420128548
2008-03-19,8999.674346316742
2008-03-20,9000.006032672307
2008-03-21,9000.337073483524
2008-03-22,9000.667470970879
2008-03-23,9000.997227960324
2008-03-24,9001.326347385628
2008-03-25,9001.654833851251
2008-03-26,9001.98269416134
2008-03-27,9002.309936500338
2008-03-28,9002.636570054226
2008-03-29,9002.96260466671
2008-03-30,9003.28804963775
2008-03-31,9003.612913531699
2008-04-01,9003.937205959493
2008-04-02,9004.260937771878
2008-04-03,9004.584121311655
2008-04-04,9004.906771434456
2008-04-05,9005.228905598684
2008-04-06,9005.550542601972
2008-04-07,9005.871702474911
2008-04-08,9006.192407185006
2008-04-09,9006.512680186586
2008-04-10,9006.832546040558
2008-04-11,9007.152030077345
2008-04-12,9007.471157417856
2008-04-13,9007.789953032732
2008-04-14,9008.108441411592
2008-04-15,9008.426647047218
2008-04-16,9008.744595206528
2008-04-17,9009.062312063912
2008-04-18,9009.379824885691
2008-04-19,9009.697162227832
2008-04-20,9010.014353135024
2008-04-21,9010.33142670052
2008-04-22,9010.648413459601
2008-04-23,9010.965345430248
2008-04-24,9011.282255913236
2008-04-25,9011.599179926492
2008-04-26,9011.916155033074
2008-04-27,9012.233221378689
2008-04-28,9012.550421966087
2008-04-29,9012.867803689556
2008-04-30,9013.185416859274
2008-05-01,9013.503315076308
2008-05-02,9013.82155559997
2008-05-03,9014.140199946776
2008-05-04,9014.459313222183
2008-05-05,9014.778963686469
2008-05-06,9015.099224567357
2008-05-07,9015.420174276147
2008-05-08,9015.741896313144
2008-05-09,9016.06447995209
2008-05-10,9016.388020980274
2008-05-11,9016.712621221955
2008-05-12,9017.038388594
2008-05-13,9017.365439713629
2008-05-14,9017.693900276203
2008-05-15,9018.023904808137
2008-05-16,9018.35559724764
2008-05-17,9018.689131654473
2008-05-18,9019.02467130337
2008-05-19,9019.362388510812
2008-05-20,9019.702466816276
2008-05-21,9020.045101349682
2008-05-22,9020.39049898452
2008-05-23,9020.738879025172
2008-05-24,9021.090473559894
2008-05-25,9021.445525538988
2008-05-26,9021.804287856758
2008-05-27,9022.16702554135
2008-05-28,9022.534015787607
2008-05-29,9022.905547842136
2008-05-30,9023.28192273401
2008-05-31,9023.663452964734
2008-06-01,9024.050460076936
2008-06-02,9024.44327152174
2008-06-03,9024.84221992783
2008-06-04,9025.247638738314
2008-06-05,9025.659856473108
2008-06-06,9026.07919096477
2008-06-07,9026.505942408901
2008-06-08,9026.940383394747
2008-06-09,9027.382747086516
2008-06-10,9027.833216844101
2008-06-11,9028.291917863013
2008-06-12,9028.758903988217
2008-06-13,9029.234143192523
2008-06-14,9029.717501343106
2008-06-15,9030.208721556955
2008-06-16,9030.707404632323
2008-06-17,9031.212992480318
2008-06-18,9031.270439151007
2008-06-19,9031.31328711945
2008-06-20,9031.341327861981
2008-06-21,9031.354342964074
2008-06-22,9031.352153561842
2008-06-23,9031.334632740198
2008-06-24,9031.301696464596
2008-06-25,9031.253251224325
2008-06-26,9031.189175140951
2008-06-27,9031.109282918474
2008-06-28,9031.013325402848
2008-06-29,9030.90103244082
2008-06-30,9030.772161847637
2008-07-01,9030.626548414804
2008-07-02,9030.464106222214
2008-07-03,9030.284806637317
2008-07-04,9030.088615225844
2008-07-05,9029.875500186288
2008-07-06,9029.645494844497
2008-07-07,9029.398704553409
2008-07-08,9029.135303940351
2008-07-09,9028.855541444344
2008-07-10,9028.55977159142
2008-07-11,9028.248416388044
2008-07-12,9027.921876689566
2008-07-13,9027.58053152835
2008-07-14,9027.224775748362
2008-07-15,9026.855020868876
2008-07-16,9026.471704447578
2008-07-17,9026.075309522299
2008-07-18,9025.666356455453
2008-07-19,9025.245387838191
2008-07-20,9024.81301077447
2008-07-21,9024.36988657022
2008-07-22,9023.916736112238
2008-07-23,9023.454366834758
2008-07-24,9022.983695246581
2008-07-25,9022.505699458427
2008-07-26,9022.021365872608
2008-07-27,9021.531647465297
2008-07-28,9021.037443060946
2008-07-29,9020.539597827916
2008-07-30,9020.038922929438
2008-07-31,9019.53622226518
2008-08-01,9019.032264866932
2008-08-02,9018.527756075651
2008-08-03,9018.023355939104
2008-08-04,9017.519677370203
2008-08-05,9017.017309610535
2008-08-06,9016.516857668545
2008-08-07,9016.018939078656
2008-08-08,9015.524100882885
2008-08-09,9015.032795100104
2008-08-10,9014.545458811537
2008-08-11,9014.062534505623
2008-08-12,9013.58443375743
2008-08-13,9013.11153119041
2008-08-14,9012.644206735877
2008-08-15,9012.182839578678
2008-08-16,9011.727798004511
2008-08-17,9011.279476287344
2008-08-18,9010.838276853608
2008-08-19,9010.404570930628
2008-08-20,9009.978681353447
2008-08-21,9009.560885049032
2008-08-22,9009.15137704252
2008-08-23,9008.750273881218
2008-08-24,9008.357654877611
2008-08-25,9007.973540979045
2008-08-26,9007.59787239839
2008-08-27,9007.23052132595
2008-08-28,9006.871311205452
2008-08-29,9006.52000780867
2008-08-30,9006.176336812528
2008-08-31,9005.840025888992
2008-09-01,9005.510795800428
2008-09-02,9005.18835186728
2008-09-03,9004.87240648291
2008-09-04,9004.56269892024
2008-09-05,9004.25897049151
2008-09-06,9003.960951104333
2008-09-07,9003.668396150011
2008-09-08,9003.38108828438
2008-09-09,9003.098817907718
2008-09-10,9002.821398589329
2008-09-11,9002.548664916256
2008-09-12,9002.280404688012
2008-09-13,9002.016349137411
2008-09-14,9001.75622862758
2008-09-15,9001.499780258797
2008-09-16,9001.246754633004
2008-09-17,9000.996942803928
2008-09-18,9000.750168411447
2008-09-19,9000.506229364542
2008-09-20,9000.264897493353
2008-09-21,9000.025945881118
2008-09-22,8999.789145134237
2008-09-23,8999.554261647681
2008-09-24,8999.321056355262
2008-09-25,8999.089263870099
2008-09-26,8998.858575894927
2008-09-27,8998.628637973572
2008-09-28,8998.399065013973
2008-09-29,8998.169457675858
2008-09-30,8997.939407898384
2008-10-01,8997.70851495499
2008-10-02,8997.476393897192
2008-10-03,8997.242644451117
2008-10-04,8997.00684787959
2008-10-05,8996.768600148032
2008-10-06,8996.527506302169
2008-10-07,8996.28316731287
2008-10-08,8996.035191802743
2008-10-09,8995.783217755394
2008-10-10,8995.52688785579
2008-10-11,8995.2658443725
2008-10-12,8994.999753738508
2008-10-13,8994.728294099627
2008-10-14,8994.451155082283
2008-10-15,8994.168054857493
2008-10-16,8993.878748590236
2008-10-17,8993.582987421385
2008-10-18,8993.280505197295
2008-10-19,8992.97104334086
2008-10-20,8992.654333245966
2008-10-21,8992.330089499821
2008-10-22,8991.998032654601
2008-10-23,8991.657896639364
2008-10-24,8991.309402462051
2008-10-25,8990.952258970643
2008-10-26,8990.586201920578
2008-10-27,8990.210992825963
2008-10-28,8989.826420819756
2008-10-29,8989.432301003035
2008-10-30,8989.02848034776
2008-10-31,8988.614809985307
2008-11-01,8988.191128145863
2008-11-02,8987.757282903673
2008-11-03,8987.313128615493
2008-11-04,8986.858525509004
2008-11-05,8986.393354590185
2008-11-06,8985.91752003322
2008-11-07,8985.430903363935
2008-11-08,8984.933353719087
2008-11-09,8984.424724043647
2008-11-10,8983.904872257717
2008-11-11,8983.373664112894
2008-11-12,8982.830980704855
2008-11-13,8982.276727362796
2008-11-14,8981.710813867072
2008-11-15,8981.133149307469
2008-11-16,8980.543669928502
2008-11-17,8979.94233134701
2008-11-18,8979.329100692861
2008-11-19,8978.703964037562
2008-11-20,8978.06693458949
2008-11-21,8977.418027364069
2008-11-22,8976.757246537663
2008-11-23,8976.08460208678
2008-11-24,8975.400154652578
2008-11-25,8974.70401794338
2008-11-26,8973.996371629082
2008-11-27,8973.27746754203
2008-11-28,8972.547581124694
2008-11-29,8971.806999563149
2008-11-30,8971.056038157776
2008-12-01,8970.295043420663
2008-12-02,8969.524389541764
2008-12-03,8968.744482250953
2008-12-04,8967.955761230214
2008-12-05,8967.158662313877
2008-12-06,8966.35359545869
2008-12-07,8965.540962785748
2008-12-08,8964.72116301117
2008-12-09,8963.894615401747
2008-12-10,8963.06178340245
2008-12-11,8962.22317341776
2008-12-12,8961.379285953482
2008-12-13,8960.530587950083
2008-12-14,8959.677529942244
2008-12-15,8958.82054057956
2008-12-16,8957.960013732787
2008-12-17,8957.09631837779
2008-12-18,8956.229831669323
2008-12-19,8955.360913387614
2008-12-20,8954.489903165017
2008-12-21,8953.617184922412
2008-12-22,8952.743193225915
2008-12-23,8951.868395066163
2008-12-24,8950.993277473677
2008-12-25,8950.118353496571
2008-12-26,8949.244142897574
2008-12-27,8948.37113476937
2008-12-28,8947.4998096644
2008-12-29,8946.630648177743
2008-12-30,8945.764120864284
2008-12-31,8944.900698192409
2009-01-01,8944.040853220384
2009-01-02,8943.185029506392
2009-01-03,8942.33361742263
2009-01-04,8941.486980466025
2009-01-05,8940.645436176661
2009-01-06,8939.809227152287
2009-01-07,8938.978542403487
2009-01-08,8938.153555909319
2009-01-09,8937.334410620539
2009-01-10,8936.521238624182
2009-01-11,8935.714181692501
2009-01-12,8934.913368015788
2009-01-13,8934.118913473598
2009-01-14,8933.33094995268
2009-01-15,8932.549635920077
2009-01-16,8931.775110790411
2009-01-17,8931.007483230069
2009-01-18,8930.246878058091
2009-01-19,8929.493446017177
2009-01-20,8928.747338237592
2009-01-21,8928.008689893915
2009-01-22,8927.277617944257
2009-01-23,8926.554188740185
2009-01-24,8925.838420821912
2009-01-25,8925.130309750402
2009-01-26,8924.429829539164
2009-01-27,8923.73693210374
2009-01-28,8923.05155781148
2009-01-29,8922.373641121909
2009-01-30,8921.703076947555
2009-01-31,8921.039693759267
2009-02-01,8920.383271304285
2009-02-02,8919.73355382352
2009-02-03,8919.090266611664
2009-02-04,8918.453115900003
2009-02-05,8917.821794512176
2009-02-06,8917.195934607218
2009-02-07,8916.575090452974
2009-02-08,8915.958788777325
2009-02-09,8915.34653160231
2009-02-10,8914.737794441146
2009-02-11,8914.132041919453
2009-02-12,8913.528739629206
2009-02-13,8912.927335360118
2009-02-14,8912.32726834405
2009-02-15,8911.728011219717
2009-02-16,8911.129068720315
2009-02-17,8910.52996186863
2009-02-18,8909.930223833844
2009-02-19,8909.329404262206
2009-02-20,8908.727029162592
2009-02-21,8908.122584268276
2009-02-22,8907.515567600325
2009-02-23,8906.905506227318
2009-02-24,8906.291951636373
2009-02-25,8905.674469105117
2009-02-26,8905.052638465062
2009-02-27,8904.426025970573
2009-02-28,8903.794183206492
2009-03-01,8903.156687213308
2009-03-02,8902.513137842338
2009-03-03,8901.863141567119
2009-03-04,8901.206309219993
2009-03-05,8900.542270626303
2009-03-06,8899.870649869043
2009-03-07,8899.1910569873
2009-03-08,8898.50312378813
2009-03-09,8897.806505520388
2009-03-10,8897.10087193805
2009-03-11,8896.385922888252
2009-03-12,8895.661413717484
2009-03-13,8894.927124023514
2009-03-14,8894.182856877163
2009-03-15,8893.428464622652
2009-03-16,8892.663839680026
2009-03-17,8891.888901890625
2009-03-18,8891.103603515727
2009-03-19,8890.307931753832
2009-03-20,8889.501874636124
2009-03-21,8888.685423336272
2009-03-22,8887.858574540427
2009-03-23,8887.021358439984
2009-03-24,8886.173840162663
2009-03-25,8885.316121263377
2009-03-26,8884.448349719707
2009-03-27,8883.570681170278
2009-03-28,8882.683265513868
2009-03-29,8881.78627306457
2009-03-30,8880.879881100645
2009-03-31,8879.964264606964
2009-04-01,8879.039604285334
2009-04-02,8878.106098802442
2009-04-03,8877.163932331794
2009-04-04,8876.213260675846
2009-04-05,8875.254243393187
2009-04-06,8874.287056947762
2009-04-07,8873.311896205763
2009-04-08,8872.328970723476
2009-04-09,8871.338514937792
2009-04-10,8870.34074806853
2009-04-11,8869.335872732248
2009-04-12,8868.324123059894
2009-04-13,8867.305748266863
2009-04-14,8866.281006389672
2009-04-15,8865.250175073781
2009-04-16,8864.213548841526
2009-04-17,8863.171395152975
2009-04-18,8862.123968110636
2009-04-19,8861.071568714768
2009-04-20,8860.014554324209
2009-04-21,8858.953310775429
2009-04-22,8857.88823729609
2009-04-23,8856.819734774484
2009-04-24,8855.748189003656
2009-04-25,8854.673955020655
2009-04-26,8853.597394887127
2009-04-27,8852.518868613924
2009-04-28,8851.438724633519
2009-04-29,8850.357303773508
2009-04-30,8849.27493179599
2009-05-01,8848.191886704013
2009-05-02,8847.108432530822
2009-05-03,8846.024890971117
2009-05-04,8844.94161171297
2009-05-05,8843.858967107926
2009-05-06,8842.777399269575
2009-05-07,8841.697453159286
2009-05-08,8840.61972807871
2009-05-09,8839.544859810658
2009-05-10,8838.473485889646
2009-05-11,8837.40622794664
2009-05-12,8836.343708333043
2009-05-13,8835.286573098665
2009-05-14,8834.235506641573
2009-05-15,8833.191201762726
2009-05-16,8832.154335734074
2009-05-17,8831.125573462825
2009-05-18,8830.105543726057
2009-05-19,8829.094843344417
2009-05-20,8828.094052906772
2009-05-21,8827.103739446025
2009-05-22,8826.124423967667
2009-05-23,8825.156589427053
2009-05-24,8824.200720444645
2009-05-25,8823.257301375917
2009-05-26,8822.32681059749
2009-05-27,8821.409726738006
2009-05-28,8820.506531193434
2009-05-29,8819.61768702665
2009-05-30,8818.743653902706
2009-05-31,8817.884900232328
2009-06-01,8817.041892516947
2009-06-02,8816.215113797485
2009-06-03,8815.405075000339
2009-06-04,8814.612288533635
2009-06-05,8813.83724111277
2009-06-06,8813.08042726793
2009-06-07,8812.342352829162
2009-06-08,8811.623493725961
2009-06-09,8810.924278914954
2009-06-10,8810.245101049599
2009-06-11,8809.586308672358
2009-06-12,8808.948211008896
2009-06-13,8808.331090546864
2009-06-14,8807.735197468715
2009-06-15,8807.160749942179
2009-06-16,8806.607932384879
2009-06-17,8806.076899208989
2009-06-18,8805.567793156604
2009-06-19,8805.080738687326
2009-06-20,8804.615886867054
2009-06-21,8804.17340452206
2009-06-22,8803.75344884184
2009-06-23,8803.356161817726
2009-06-24,8802.981684921742
2009-06-25,8802.630167674211
2009-06-26,8802.301735908131
2009-06-27,8801.996528606704
2009-06-28,8801.714718686966
2009-06-29,8801.456494430677
2009-06-30,8801.222039947288
2009-07-01,8801.011510041046
2009-07-02,8800.82501294933
2009-07-03,8800.662604302019
2009-07-04,8800.524337329478
2009-07-05,8800.410245540741
2009-07-06,8800.320307169408
2009-07-07,8800.254469006402
2009-07-08,8800.212632239563
2009-07-09,8800.194618038815
2009-07-10,8800.200146872043
2009-07-11,8800.228888123542
2009-07-12,8800.280509837612
2009-07-13,8800.354682278436
2009-07-14,8800.451062937891
2009-07-15,8800.569302066007
2009-07-16,8800.709035055344
2009-07-17,8800.86987083181
2009-07-18,8801.051391544745
2009-07-19,8801.253157641058
2009-07-20,8801.474690758154
2009-07-21,8801.715466270853
2009-07-22,8801.974894110117
2009-07-23,8802.25230656242
2009-07-24,8802.546962744533
2009-07-25,8802.858106503496
2009-07-26,8803.18500142807
2009-07-27,8803.52695552687
2009-07-28,8803.883283968693
2009-07-29,8804.253267229195
2009-07-30,8804.636120550826
2009-07-31,8805.030981577136
2009-08-01,8805.436948088474
2009-08-02,8805.853128299557
2009-08-03,8806.278675431147
2009-08-04,8806.712790742424
2009-08-05,8807.15468517546
2009-08-06,8807.603520894401
2009-08-07,8808.058411860526
2009-08-08,8808.518511778946
2009-08-09,8808.98304911068
2009-08-10,8809.451283374301
2009-08-11,8809.922485895624
2009-08-12,8810.395980441503
2009-08-13,8810.871139721403
2009-08-14,8811.347304936207
2009-08-15,8811.82378593839
2009-08-16,8812.299894386868
2009-08-17,8812.774933103055
2009-08-18,8813.24821516
2009-08-19,8813.71909724974
2009-08-20,8814.186982337396
2009-08-21,8814.651306031266
2009-08-22,8815.11159261851
2009-08-23,8815.567447066787
2009-08-24,8816.018541281232
2009-08-25,8816.464655198468
2009-08-26,8816.905715425724
2009-08-27,8817.34178021599
2009-08-28,8817.773001381207
2009-08-29,8818.199602920795
2009-08-30,8818.621832399123
2009-08-31,8819.03991832788
2009-09-01,8819.45407389451
2009-09-02,8819.86450976018
2009-09-03,8820.271409371822
2009-09-04,8820.674912190652
2009-09-05,8821.075159668075
2009-09-06,8821.472301704815
2009-09-07,8821.866485432336
2009-09-08,8822.257866712891
2009-09-09,8822.646610238495
2009-09-10,8823.032840627213
2009-09-11,8823.416631411055
2009-09-12,8823.79809401009
2009-09-13,8824.177394770511
2009-09-14,8824.554715943474
2009-09-15,8824.930245111842
2009-09-16,8825.304168404049
2009-09-17,8825.676650791222
2009-09-18,8826.047847163367
2009-09-19,8826.417964953707
2009-09-20,8826.787259022349
2009-09-21,8827.15600057401
2009-09-22,8827.524463847054
2009-09-23,8827.89291370202
2009-09-24,8828.261595261229
2009-09-25,8828.630741964495
2009-09-26,8829.000615310018
2009-09-27,8829.371503956743
2009-09-28,8829.743714543061
2009-09-29,8830.11756796883
2009-09-30,8830.493392643459
2009-10-01,8830.87149799911
2009-10-02,8831.252162741695
2009-10-03,8831.635668904219
2009-10-04,8832.02229553114
2009-10-05,8832.412299722006
2009-10-06,8832.80592632766
2009-10-07,8833.203425516384
2009-10-08,8833.60504116127
2009-10-09,8834.010989386066
2009-10-10,8834.42150272836
2009-10-11,8834.836842744427
2009-10-12,8835.257274538066
2009-10-13,8835.683067526143
2009-10-14,8836.114484597718
2009-10-15,8836.551751586812
2009-10-16,8836.995049241103
2009-10-17,8837.444567082683
2009-10-18,8837.900511904296
2009-10-19,8838.363102427289
2009-10-20,8838.832599441868
2009-10-21,8839.309306409297
2009-10-22,8839.793532226135
2009-10-23,8840.28558406114
2009-10-24,8840.78579510933
2009-10-25,8841.294514715579
2009-10-26,8841.812084577869
2009-10-27,8842.338832794121
2009-10-28,8842.875047631564
2009-10-29,8843.420980189288
2009-10-30,8843.976834191415
2009-10-31,8844.54278574709
2009-11-01,8845.119003721247
2009-11-02,8845.70564422802
2009-11-03,8846.302852833487
2009-11-04,8846.910757440748
2009-11-05,8847.529443840998
2009-11-06,8848.158949816616
2009-11-07,8848.799311958266
2009-11-08,8849.45057053007
2009-11-09,8850.112748995341
2009-11-10,8850.785858632778
2009-11-11,8851.469901415923
2009-11-12,8852.164865692255
2009-11-13,8852.870724073302
2009-11-14,8853.587457005659
2009-11-15,8854.315048090764
2009-11-16,8855.05346914062
2009-11-17,8855.80268225226
2009-11-18,8856.562637362815
2009-11-19,8857.33325942232
2009-11-20,8858.114434219535
2009-11-21,8858.906034777852
2009-11-22,8859.707920841982
2009-11-23,8860.519929736369
2009-11-24,8861.341859937844
2009-11-25,8862.17347944884
2009-11-26,8863.014511742438
2009-11-27,8863.864624771093
2009-11-28,8864.723479658378
2009-11-29,8865.590732862676
2009-11-30,8866.466020303456
2009-12-01,8867.348961754722
2009-12-02,8868.239165403736
2009-12-03,8869.136208740225
2009-12-04,8870.039628571765
2009-12-05,8870.948958769792
2009-12-06,8871.863738931928
2009-12-07,8872.783500837435
2009-12-08,8873.707768278242
2009-12-09,8874.63604422885
2009-12-10,8875.567774832502
2009-12-11,8876.502338457567
2009-12-12,8877.43909310199
2009-12-13,8878.377392615854
2009-12-14,8879.316581533436
2009-12-15,8880.256002870512
2009-12-16,8881.19501304059
2009-12-17,8882.132969711773
2009-12-18,8883.069207265758
2009-12-19,8884.003070462719
2009-12-20,8884.933910772399
2009-12-21,8885.861045551592
2009-12-22,8886.783755927945
2009-12-23,8887.701297388796
2009-12-24,8888.61289360082
2009-12-25,8889.517718487965
2009-12-26,8890.414915498433
2009-12-27,8891.303653833462
2009-12-28,8892.183127798926
2009-12-29,8893.05256293463
2009-12-30,8893.911227319275
2009-12-31,8894.758406716826
2010-01-01,8895.593394516667
2010-01-02,8896.415518419011
2010-01-03,8897.22415957633
2010-01-04,8898.018738704122
2010-01-05,8898.798730631113
2010-01-06,8899.563679003175
2010-01-07,8900.313167659091
2010-01-08,8901.04678227688
2010-01-09,8901.7641317318
2010-01-10,8902.46483863309
2010-01-11,8903.148538901401
2010-01-12,8903.814906460724
2010-01-13,8904.463653463545
2010-01-14,8905.094491641192
2010-01-15,8905.707105588795
2010-01-16,8906.301188516461
2010-01-17,8906.876441301682
2010-01-18,8907.43253687239
2010-01-19,8907.969120802381
2010-01-20,8908.485841797325
2010-01-21,8908.98234932931
2010-01-22,8909.458294453812
2010-01-23,8909.913389812811
2010-01-24,8910.347410851005
2010-01-25,8910.7601723872
2010-01-26,8911.151520789415
2010-01-27,8911.521333674145
2010-01-28,8911.869505950723
2010-01-29,8912.195937330018
2010-01-30,8912.50057353929
2010-01-31,8912.783433988454
2010-02-01,8913.044600860261
2010-02-02,8913.284211446064
2010-02-03,8913.502449291684
2010-02-04,8913.699526766608
2010-02-05,8913.875663059991
2010-02-06,8914.031123221857
2010-02-07,8914.166214284955
2010-02-08,8914.281237985035
2010-02-09,8914.376500750366
2010-02-10,8914.45233521074
2010-02-11,8914.509086736229
2010-02-12,8914.547111551761
2010-02-13,8914.566798804637
2010-02-14,8914.568550760923
2010-02-15,8914.552763622556
2010-02-16,8914.519844445185
2010-02-17,8914.470226873014
2010-02-18,8914.404355236185
2010-02-19,8914.322668246907
2010-02-20,8914.22564264763
2010-02-21,8914.113804712728
2010-02-22,8913.987694134152
2010-02-23,8913.847847675679
2010-02-24,8913.694803675644
2010-02-25,8913.529102665529
2010-02-26,8913.351286750345
2010-02-27,8913.161932272804
2010-02-28,8912.961646679769
2010-03-01,8912.751033338829
2010-03-02,8912.530695106305
2010-03-03,8912.301248021922
2010-03-04,8912.063309598578
2010-03-05,8911.817477164368
2010-03-06,8911.56435334669
2010-03-07,8911.304557140409
2010-03-08,8911.038715505587
2010-03-09,8910.767462144442
2010-03-10,8910.49143419937
2010-03-11,8910.211234042941
2010-03-12,8909.927397053216
2010-03-13,8909.640436060936
2010-03-14,8909.350844629373
2010-03-15,8909.059083913146
2010-03-16,8908.765588160832
2010-03-17,8908.47077159866
2010-03-18,8908.175010858893
2010-03-19,8907.87863966895
2010-03-20,8907.582001051494
2010-03-21,8907.285452579643
2010-03-22,8906.989356955552
2010-03-23,8906.69406377966
2010-03-24,8906.3999047901
2010-03-25,8906.10717432967
2010-03-26,8905.81611216448
2010-03-27,8905.526954971987
2010-03-28,8905.239943294922
2010-03-29,8904.95530380019
2010-03-30,8904.673258200011
2010-03-31,8904.394031384401
2010-04-01,8904.117831934882
2010-04-02,8903.844839665777
2010-04-03,8903.575244250971
2010-04-04,8903.30925091092
2010-04-05,8903.04705649565
2010-04-06,8902.788841603146
2010-04-07,8902.534772097231
2010-04-08,8902.284983151932
2010-04-09,8902.039564800152
2010-04-10,8901.79861112672
2010-04-11,8901.562220853091
2010-04-12,8901.330461963891
2010-04-13,8901.103383184602
2010-04-14,8900.881026783829
2010-04-15,8900.663413928001
2010-04-16,8900.450547749284
2010-04-17,8900.242456067272
2010-04-18,8900.039175862916
2010-04-19,8899.840712781066
2010-04-20,8899.647037186114
2010-04-21,8899.458096611314
2010-04-22,8899.273814129405
2010-04-23,8899.094100742992
2010-04-24,8898.918863837689
2010-04-25,8898.748034712984
2010-04-26,8898.581548820945
2010-04-27,8898.41935106713
2010-04-28,8898.261406601694
2010-04-29,8898.107683734486
2010-04-30,8897.958145643497
2010-05-01,8897.812782717681
2010-05-02,8897.67158197265
2010-05-03,8897.53448442732
2010-05-04,8897.401405263958
2010-05-05,8897.272243311432
2010-05-06,8897.14684508037
2010-05-07,8897.02497952259
2010-05-08,8896.906381563276
2010-05-09,8896.7907652622
2010-05-10,8896.677843895255
2010-05-11,8896.567330468275
2010-05-12,8896.458930444112
2010-05-13,8896.352312304212
2010-05-14,8896.24709516006
2010-05-15,8896.142889517008
2010-05-16,8896.040711774438
2010-05-17,8895.90800454285
2010-05-18,8895.744763657412
2010-05-19,8895.55139677907
2010-05-20,8895.328635168786
2010-05-21,8895.077454914255
2010-05-22,8894.799009634842
2010-05-23,8894.494574768825
2010-05-24,8894.165501094549
2010-05-25,8893.81317411324
2010-05-26,8893.438982977925
2010-05-27,8893.04430006503
2010-05-28,8892.630463324273
2010-05-29,8892.198763409582
2010-05-30,8891.750434829664
2010-05-31,8891.286650564407
2010-06-01,8890.808517488396
2010-06-02,8890.317073924407
2010-06-03,8889.813291807919
2010-06-04,8889.298077141259
2010-06-05,8888.772271119387
2010-06-06,8888.23665295533
2010-06-07,8887.691943144295
2010-06-08,8887.138805693516
2010-06-09,8886.577850446394
2010-06-10,8886.009637829218
2010-06-11,8885.434685802136
2010-06-12,8884.853473837142
2010-06-13,8884.266446658294
2010-06-14,8883.674017356767
2010-06-15,8883.076568154655
2010-06-16,8882.47445219286
2010-06-17,8881.867996786523
2010-06-18,8881.257506104133
2010-06-19,8880.643262984267
